eta_eno,eta_v,ducros_cutoff,fdisper,ftke,fcons,f_obj_CV,is_min_f_obj_CV
0.8268,0.485,0.0,0.1814,1.7649,-0.0459,3.41011145757466,False
0.831,0.685,0.4375,0.1829,1.0229,-0.003,1.9578028301954171,False
0.8292,0.428,0.5646,0.209,-0.5945,-0.0667,-1.021526923167032,False
0.7644,0.4856,0.167,0.2004,-0.8488,-0.0151,-1.563443307920811,True
0.8555,0.7209,0.6655,0.1786,1.2619,-0.008,2.4148479662369695,False
0.8749,0.6581,0.1257,0.1479,0.7242,0.0,1.385737650811388,False
