eta_eno,eta_v,ducros_cutoff,fdisper,ftke,fcons,time
0.5,0.4366,0.0,0.997,-0.6625,0.0708,2024-02-02 04:43:44
0.6765,1.0,0.8533,9,4,1,2024-02-02 04:45:46
0.6592,0.1965,1.0,9,4,1,2024-02-02 04:48:01
0.5,0.5232,0.8696,2.1018,-0.8529,0.1066,2024-02-02 05:03:04
0.6477,0.1379,0.2942,0.3017,4,1,2024-02-02 05:06:13
0.7835,0.1572,0.1205,0.1723,4,1,2024-02-02 05:09:25
1.0,1.0,0.6257,9,4,1,2024-02-02 05:11:25
0.8695,0.9002,0.0,0.1596,0.031,0.0223,2024-02-02 05:26:26
0.5,0.765,0.4945,0.9669,-0.1151,0.0625,2024-02-02 05:41:38
0.5,0.9032,0.1326,1.0399,-0.0259,0.0549,2024-02-02 05:56:47
0.8278,0.1392,0.6281,9,4,1,2024-02-02 05:59:11
0.8443,0.3532,0.7405,0.2537,4,1,2024-02-02 06:02:54
0.6175,1.0,0.1214,9,4,1,2024-02-02 06:05:03
0.6282,0.7297,0.1021,0.4764,-0.202,0.0667,2024-02-02 06:20:08
0.686,0.0,0.8479,9,4,1,2024-02-02 06:22:16
0.6717,0.5968,0.8285,0.5012,-0.5955,0.0933,2024-02-02 06:37:24
0.8575,0.5778,0.2979,0.1486,-0.6792,0.0907,2024-02-02 06:52:44
0.6295,0.9032,0.0,0.473,-0.3289,0.0526,2024-02-02 07:08:08
0.8945,1.0,0.3372,9,4,1,2024-02-02 07:10:27
1.0,0.0891,0.5282,9,4,1,2024-02-02 07:12:53
1.0,0.8707,0.38,9,4,1,2024-02-02 07:15:16
1.0,0.1567,0.0,9,4,1,2024-02-02 07:17:35
0.5,0.114,0.4459,9,4,1,2024-02-02 07:20:12
0.91,0.3528,0.9284,0.4889,4,1,2024-02-02 07:23:45
0.6892,0.4484,0.1403,0.3059,-0.8845,-0.1126,2024-02-02 07:38:59
0.6627,0.1628,0.732,9,4,1,2024-02-02 07:41:37
0.5,1.0,0.7089,9,4,1,2024-02-02 07:43:53
0.8607,1.0,0.5326,9,4,1,2024-02-02 07:46:09
0.5,0.4343,0.6454,1.9543,-0.2435,2.7736,2024-02-02 07:54:12
0.8059,0.6794,0.5694,0.1912,-0.3091,0.0728,2024-02-02 08:09:35
0.6528,0.7863,0.6835,0.4779,-0.042,0.0578,2024-02-02 08:25:17
