eta_eno,eta_v,ducros_cutoff,fdisper,ftke,fcons,f_obj_CV,is_min_f_obj_CV
0.8154,0.3229,0.0235,0.1569,-0.9908,-0.2804,0.18628975097901546,True
0.7502,0.3802,0.358,0.2738,-0.8547,-0.3145,0.21973096277830012,False
