eta_eno,eta_v,ducros_cutoff,fdisper,ftke,fcons,f_obj_CV,is_min_f_obj_CV
0.8154,0.3229,0.0235,0.1569,-0.9908,-0.2804,-12.507420190598621,True
0.8588,0.5427,0.6875,0.15,-0.7781,0.0918,-8.375056802393015,False
0.9202,0.647,0.4415,0.1295,-0.436,0.0791,-4.54775685661549,False
0.7502,0.3802,0.358,0.2738,-0.8547,-0.3145,-11.069769111188268,False
0.9985,0.2889,0.394,0.1102,4.0,1.0,50.17633986409253,False
