eta_eno,eta_v,ducros_cutoff,fdisper,ftke,fcons,f_obj_CV,is_min_f_obj_CV
0.7021,0.7508,1.0,0.4159,1.4755,-0.0106,5.32417250531751,False
0.324,1.0,0.0,5.2109,-0.9434,-0.1937,4.014650684357214,False
0.5476,0.4847,0.7562,1.4857,-0.8775,-0.0293,-0.8708837876674421,True
0.6382,0.6455,0.0435,0.4396,0.6135,0.0061,2.5370532991290387,False
0.7112,0.0,0.0,0.303,1.4853,-0.0344,5.255177077690053,False
0.5607,0.6069,0.8719,0.9478,0.2481,0.0146,1.9936158393556251,False
